epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
39,8831.29,0.85866,0.67998,0.01474,0.92458,0.9268,0.94322,0.81334,0.57504,0.27946,0.01267,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,9052.57,0.8537,0.66655,0.01471,0.94383,0.91387,0.94352,0.81142,0.57291,0.27892,0.01262,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,9270.13,0.70012,0.33293,0.01707,0.94104,0.91599,0.94341,0.81146,0.57073,0.2814,0.01255,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,9490.51,0.67817,0.31787,0.01648,0.93653,0.91674,0.94196,0.81144,0.57027,0.27835,0.01254,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,9708.43,0.66209,0.30405,0.01593,0.93152,0.92711,0.94138,0.81041,0.56924,0.27651,0.0125,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,9926.04,0.65291,0.29987,0.01565,0.93632,0.91503,0.94219,0.81235,0.57001,0.27257,0.0125,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,10144.8,0.63971,0.29611,0.01532,0.93589,0.91828,0.94202,0.81218,0.56852,0.27363,0.01245,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,10360.9,0.62754,0.29068,0.01503,0.92981,0.92138,0.94099,0.81213,0.56679,0.27481,0.0124,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,10578.9,0.61927,0.28407,0.01478,0.93163,0.92247,0.94642,0.81804,0.56586,0.27164,0.01238,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,10798.5,0.61378,0.27674,0.01465,0.93647,0.92058,0.94887,0.8202,0.56415,0.26956,0.01233,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,11017.7,0.60457,0.26955,0.01448,0.93961,0.92236,0.94967,0.81988,0.56269,0.27038,0.01229,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,11237.3,0.59465,0.26549,0.01415,0.93898,0.92502,0.95054,0.82148,0.5621,0.2675,0.01227,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
