epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,342.557,1.18136,2.30138,0.02144,0.69275,0.75161,0.79056,0.57968,0.87772,0.80686,0.02133,0.00999403,0.00333134,0.00999403,0.00333134,0.00999403,0.00333134,0.00999403,0.00333134
2,597.217,1.22162,1.35861,0.02246,0.81732,0.83411,0.88096,0.66129,0.89676,0.54747,0.0215,0.0195982,0.00653272,0.0195982,0.00653272,0.0195982,0.00653272,0.0195982,0.00653272
3,826.274,1.28227,1.30652,0.02353,0.86151,0.84242,0.90211,0.64268,0.96589,0.54029,0.02357,0.0288063,0.00960209,0.0288063,0.00960209,0.0288063,0.00960209,0.0288063,0.00960209
4,1045.2,1.2861,1.24436,0.02351,0.86006,0.85735,0.89761,0.67993,0.90817,0.47763,0.0221,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,1264.43,1.23577,1.14272,0.02241,0.84814,0.84867,0.89628,0.7004,0.84035,0.47203,0.02016,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,1483.89,1.20192,1.08735,0.02158,0.82774,0.89289,0.90408,0.69873,0.79134,0.42674,0.01834,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,1703.09,1.16007,1.03881,0.02078,0.86512,0.85582,0.90233,0.72218,0.7834,0.43707,0.01873,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,1922.47,1.15046,1.00119,0.02053,0.86567,0.88923,0.90665,0.72975,0.76868,0.42164,0.01817,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,2141.83,1.12549,0.98441,0.02007,0.84551,0.88881,0.91183,0.74442,0.71606,0.3974,0.01668,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,2361.42,1.1134,0.9602,0.01976,0.88236,0.89241,0.91808,0.7479,0.72089,0.39612,0.01689,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
11,2580.82,1.09144,0.93804,0.0193,0.86014,0.91018,0.91591,0.75086,0.69155,0.37881,0.0157,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,2799.9,1.07764,0.92415,0.01897,0.89298,0.88709,0.93136,0.76463,0.67345,0.35787,0.01522,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,3019.4,1.06365,0.92016,0.0187,0.88073,0.89377,0.9218,0.76874,0.67284,0.36229,0.01537,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,3239.07,1.04896,0.89406,0.01854,0.89833,0.90405,0.93429,0.76874,0.68626,0.35543,0.01602,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,3459.15,1.03686,0.87739,0.01822,0.89656,0.91664,0.9326,0.78096,0.65577,0.3397,0.01505,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,3679.52,1.03499,0.844,0.01815,0.91542,0.89568,0.93289,0.78281,0.64158,0.33219,0.01462,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,3899.44,1.0212,0.84357,0.01791,0.91943,0.90531,0.93976,0.79377,0.6335,0.31738,0.01432,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,4118.66,1.01624,0.83355,0.01773,0.90886,0.91334,0.94,0.79188,0.62808,0.32077,0.01403,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,4338.52,1.00588,0.82867,0.01762,0.90398,0.92327,0.93879,0.7918,0.62991,0.32061,0.01413,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,4558.27,1.00114,0.81537,0.01757,0.92139,0.9113,0.93982,0.79158,0.62274,0.32368,0.01407,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,4777.88,0.98864,0.79787,0.01737,0.9086,0.92816,0.93529,0.79467,0.61465,0.30998,0.01379,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,4996.84,0.97838,0.78617,0.01706,0.92944,0.92478,0.93707,0.79573,0.61058,0.30188,0.01364,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,5216.49,0.97194,0.78382,0.01686,0.93943,0.90619,0.94248,0.80377,0.59554,0.31047,0.01324,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,5436.75,0.96537,0.77735,0.0168,0.91173,0.91982,0.94207,0.80347,0.60456,0.30029,0.01348,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,5656.34,0.95548,0.77227,0.01661,0.91507,0.92226,0.94421,0.80602,0.59985,0.30464,0.01337,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,5876.44,0.95125,0.76047,0.01645,0.92058,0.92349,0.95048,0.8096,0.58729,0.30836,0.0131,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,6095.95,0.9523,0.75776,0.0165,0.93298,0.91565,0.95187,0.81322,0.5858,0.30507,0.01293,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,6315.73,0.93885,0.73562,0.01628,0.93086,0.92209,0.94968,0.81226,0.59008,0.2951,0.01305,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,6535.01,0.9305,0.73827,0.01611,0.92292,0.91764,0.94357,0.81226,0.58005,0.28863,0.01276,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,6754.59,0.91443,0.72744,0.01575,0.92158,0.92632,0.94909,0.81759,0.57875,0.28993,0.01272,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,6974.71,0.91616,0.7244,0.0158,0.92932,0.92631,0.95101,0.81951,0.57708,0.28631,0.01272,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,7194.59,0.90897,0.71266,0.01571,0.9214,0.92742,0.95344,0.8192,0.57913,0.28357,0.0128,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,7413.9,0.90197,0.70391,0.01556,0.94281,0.9076,0.95212,0.81976,0.57787,0.27534,0.01272,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
