epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,376.637,1.18704,2.27644,0.02161,0.74665,0.7645,0.83152,0.62998,0.83299,0.76286,0.01917,0.00999403,0.00333134,0.00999403,0.00333134,0.00999403,0.00333134,0.00999403,0.00333134
2,655.377,1.21306,1.36813,0.02225,0.81483,0.83113,0.87383,0.6483,0.91489,0.58673,0.02241,0.0195982,0.00653272,0.0195982,0.00653272,0.0195982,0.00653272,0.0195982,0.00653272
3,903.926,1.27994,1.29496,0.02355,0.86591,0.84333,0.90216,0.66019,0.94087,0.56144,0.02317,0.0288063,0.00960209,0.0288063,0.00960209,0.0288063,0.00960209,0.0288063,0.00960209
4,1141.69,1.28663,1.22412,0.02352,0.80517,0.86761,0.87964,0.68047,0.83962,0.47719,0.01995,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,1379.78,1.24072,1.12855,0.02245,0.85929,0.8581,0.90075,0.70362,0.80159,0.45792,0.01889,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,1617.94,1.1981,1.06287,0.0215,0.86032,0.90758,0.91305,0.71224,0.77566,0.44365,0.01824,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,1855.95,1.15606,1.02097,0.0207,0.871,0.89184,0.91806,0.73216,0.77365,0.42114,0.0185,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,2094.3,1.14543,0.9823,0.02039,0.87214,0.92532,0.93632,0.75423,0.73549,0.38821,0.01723,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,2331.99,1.11259,0.97329,0.01983,0.88273,0.91597,0.93549,0.74987,0.72513,0.38058,0.01702,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,2570.04,1.10657,0.94701,0.01958,0.8843,0.91929,0.91965,0.74929,0.70787,0.3767,0.01622,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
11,2807.31,1.0793,0.90324,0.01906,0.88919,0.91287,0.92407,0.76318,0.67976,0.34704,0.01547,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,3045.05,1.08099,0.90447,0.01908,0.89941,0.91637,0.93158,0.76005,0.69746,0.3471,0.01613,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,3282.47,1.06889,0.87555,0.01881,0.91841,0.91631,0.93724,0.78019,0.65118,0.34386,0.01498,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,3519.94,1.04857,0.84552,0.01852,0.92314,0.92048,0.93562,0.76874,0.68174,0.32541,0.01584,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,3757.88,1.03834,0.84228,0.01821,0.91609,0.8981,0.92621,0.77936,0.63451,0.33806,0.01453,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,3995.91,1.0285,0.81852,0.01797,0.91154,0.90116,0.92883,0.78307,0.6315,0.32676,0.01444,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,4234.29,1.01802,0.81222,0.01782,0.88812,0.9343,0.94035,0.78622,0.62943,0.32458,0.01417,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,4472.57,1.00762,0.79695,0.01758,0.91271,0.93159,0.93895,0.79117,0.63387,0.3089,0.01436,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,4710.91,0.99548,0.78978,0.01739,0.94273,0.90118,0.94026,0.79494,0.6183,0.30755,0.01388,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,4949.01,0.98826,0.78493,0.01728,0.9221,0.92326,0.94479,0.79449,0.61971,0.30958,0.01398,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,5187.04,0.97715,0.75979,0.01711,0.92272,0.91887,0.94115,0.79456,0.62552,0.29832,0.01414,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,5424.78,0.96794,0.75572,0.01677,0.91997,0.92888,0.94473,0.80008,0.60746,0.30493,0.01359,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,5662.53,0.95791,0.75209,0.01657,0.91884,0.93137,0.94549,0.79951,0.60391,0.29967,0.01344,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,5900.05,0.95662,0.74028,0.01663,0.92472,0.92435,0.94157,0.80057,0.5958,0.29465,0.01326,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,6137.63,0.9406,0.74116,0.01631,0.9409,0.91603,0.9436,0.80498,0.59224,0.29335,0.01321,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,6375.28,0.94047,0.7279,0.01622,0.93293,0.91966,0.94467,0.80748,0.58943,0.28316,0.01298,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,6613.24,0.93478,0.73319,0.01618,0.93042,0.92372,0.94457,0.81074,0.58968,0.28529,0.01301,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,6851.14,0.92656,0.70253,0.01606,0.93852,0.9184,0.94644,0.81303,0.58168,0.28933,0.01287,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,7088.97,0.91847,0.69915,0.01594,0.93578,0.91972,0.94625,0.81097,0.58302,0.28265,0.01297,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,7327.42,0.90185,0.69091,0.01555,0.93191,0.92621,0.94685,0.81047,0.58105,0.28607,0.01287,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,7565.09,0.90039,0.68816,0.01553,0.94604,0.90342,0.94429,0.81004,0.58074,0.28322,0.01286,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,7802.76,0.89623,0.68374,0.01548,0.92969,0.92481,0.94719,0.81275,0.57963,0.28662,0.01278,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,8040.51,0.8813,0.67004,0.01518,0.93539,0.93162,0.94774,0.81366,0.58027,0.28098,0.0128,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,8278.72,0.87569,0.65916,0.01504,0.93348,0.927,0.94779,0.81402,0.57748,0.27547,0.01277,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,8516.3,0.87062,0.66137,0.01501,0.93595,0.93262,0.948,0.81387,0.58053,0.26677,0.01286,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,8753.9,0.86336,0.66054,0.01486,0.94622,0.92468,0.94751,0.81509,0.57897,0.26687,0.01277,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,8991.66,0.84647,0.66079,0.01448,0.94178,0.92749,0.95001,0.81666,0.5761,0.2666,0.01271,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,9229.57,0.84088,0.63286,0.01445,0.94748,0.9238,0.94936,0.81712,0.57448,0.26856,0.01267,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,9467.63,0.839,0.6299,0.01437,0.94814,0.92959,0.95308,0.82051,0.57254,0.26602,0.01263,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,9705.84,0.83145,0.62321,0.01429,0.93938,0.92941,0.95243,0.81824,0.56998,0.26802,0.01255,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,9942.02,0.6792,0.31443,0.01646,0.93944,0.92898,0.95301,0.81892,0.56929,0.26924,0.01251,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,10176.3,0.66121,0.30343,0.01598,0.93826,0.92837,0.9522,0.81942,0.56857,0.26672,0.01251,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,10411,0.64293,0.29554,0.01545,0.93413,0.92849,0.95238,0.81997,0.56748,0.26596,0.01246,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,10645.7,0.63421,0.29168,0.0152,0.9376,0.92843,0.9526,0.82075,0.56828,0.26002,0.01247,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,10879.9,0.62389,0.28705,0.01489,0.9458,0.92351,0.95301,0.82131,0.56657,0.2623,0.01241,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,11114.4,0.61059,0.28299,0.01461,0.95014,0.9238,0.95477,0.82252,0.56623,0.25946,0.01241,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,11348.9,0.60255,0.26974,0.01432,0.94967,0.92406,0.95389,0.82136,0.56564,0.25963,0.01238,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,11583.4,0.59794,0.26522,0.01424,0.94719,0.92803,0.95469,0.82317,0.56399,0.25992,0.01235,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,11818,0.5867,0.25723,0.01402,0.94709,0.92965,0.95572,0.82473,0.56232,0.25995,0.01229,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,12052.9,0.57668,0.25359,0.01371,0.94959,0.92215,0.9547,0.82349,0.56122,0.25992,0.01227,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
