epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,6696.23,0.94978,0.78813,0.01648,0.93019,0.92996,0.94642,0.80254,0.60522,0.3072,0.01356,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,6900.46,0.93952,0.78391,0.01628,0.92727,0.92838,0.94588,0.80217,0.60361,0.30583,0.01352,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,7105.26,0.93534,0.76626,0.01618,0.91431,0.92887,0.93969,0.80206,0.60131,0.30279,0.01346,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,7310.05,0.93431,0.76501,0.01624,0.92107,0.9302,0.93965,0.80193,0.59696,0.30617,0.01335,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,7514.66,0.92719,0.76443,0.0161,0.92101,0.93316,0.93964,0.80283,0.59704,0.30127,0.01331,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,7719.52,0.91409,0.76152,0.01575,0.9237,0.93227,0.94029,0.80383,0.59579,0.30436,0.0133,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,7924.34,0.90651,0.74698,0.01572,0.92068,0.9336,0.94097,0.80366,0.59796,0.29972,0.01333,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,8128.95,0.90515,0.74461,0.01567,0.92374,0.93024,0.94108,0.80383,0.59541,0.29967,0.01327,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,8333.91,0.896,0.73853,0.01554,0.92952,0.92569,0.94144,0.80474,0.59519,0.29575,0.01328,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,8538.16,0.72721,0.36024,0.01777,0.92983,0.92942,0.94156,0.80568,0.59143,0.30087,0.01318,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,8740.11,0.71081,0.34123,0.01729,0.93497,0.92772,0.94325,0.80708,0.58907,0.29693,0.01311,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,8942.59,0.69968,0.33689,0.01693,0.92885,0.92853,0.94258,0.80835,0.58775,0.29848,0.01307,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,9145.8,0.68385,0.32228,0.01651,0.92751,0.92999,0.9433,0.80995,0.58634,0.29589,0.01301,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,9348.73,0.67568,0.31927,0.01628,0.94219,0.92718,0.9485,0.81176,0.58498,0.29022,0.01297,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,9551.5,0.66461,0.32045,0.01602,0.9384,0.9306,0.94836,0.81243,0.58511,0.29094,0.01297,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,9753.92,0.65549,0.311,0.01575,0.92853,0.93584,0.94874,0.81282,0.58492,0.28657,0.01297,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,9956.96,0.64889,0.30775,0.01564,0.93397,0.93517,0.94824,0.81375,0.58383,0.28564,0.01293,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,10159.6,0.64169,0.29973,0.01547,0.93437,0.93678,0.94846,0.81423,0.58258,0.28375,0.01289,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,10362.1,0.63566,0.29509,0.01527,0.93044,0.93695,0.94953,0.81577,0.58091,0.28404,0.01285,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
