epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
41,11378.4,0.59529,0.25076,0.01407,0.95043,0.92719,0.95897,0.83341,0.53724,0.23469,0.01175,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,11646.3,0.57803,0.24324,0.01364,0.94498,0.93676,0.95947,0.83384,0.53594,0.23595,0.01173,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,11914.3,0.56872,0.24194,0.01337,0.93921,0.93666,0.95871,0.8342,0.53559,0.23715,0.01172,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,12182.6,0.55633,0.24593,0.01304,0.94789,0.93841,0.95934,0.83319,0.53411,0.23814,0.01168,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,12451.3,0.54229,0.23376,0.01268,0.94764,0.94145,0.96071,0.83641,0.53367,0.23784,0.01167,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,12719.8,0.52801,0.21922,0.01232,0.94704,0.93709,0.95971,0.83752,0.53313,0.23618,0.01165,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,12988.4,0.51692,0.21118,0.01203,0.9489,0.93767,0.95972,0.83769,0.53279,0.23658,0.01164,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,13256.5,0.50734,0.20927,0.01184,0.95051,0.93755,0.95897,0.83687,0.53189,0.23529,0.01162,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,13524.8,0.49678,0.20628,0.01157,0.94664,0.93462,0.95942,0.8379,0.53045,0.2386,0.01161,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,13793.5,0.49115,0.20092,0.01138,0.95201,0.928,0.95977,0.83761,0.5304,0.24011,0.01161,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
