epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
22,5711.69,0.97449,0.72669,0.01695,0.92458,0.92704,0.94123,0.8055,0.61128,0.28007,0.01376,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,5962.23,0.96218,0.71927,0.01666,0.94146,0.91715,0.93907,0.80686,0.6022,0.26971,0.01346,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,6212.82,0.95439,0.72218,0.01661,0.9151,0.91894,0.93615,0.80473,0.59963,0.27769,0.0133,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,6463.1,0.94101,0.70269,0.01629,0.94017,0.9261,0.94204,0.8074,0.59433,0.27393,0.01316,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,6712.91,0.93607,0.68999,0.01617,0.93604,0.93051,0.94917,0.81436,0.58737,0.26567,0.013,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,6963.49,0.9325,0.69518,0.0161,0.92797,0.92973,0.94664,0.81416,0.58528,0.26551,0.01298,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,7213.66,0.91829,0.6725,0.01589,0.95183,0.91869,0.94627,0.8188,0.58484,0.25769,0.01301,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,7464.58,0.91236,0.68037,0.01581,0.94509,0.91774,0.94758,0.8175,0.58389,0.25837,0.01297,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,7715,0.89552,0.66665,0.01546,0.93645,0.93655,0.95193,0.81637,0.58562,0.25159,0.01298,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,7964.94,0.89686,0.66129,0.01543,0.92861,0.93352,0.95247,0.81702,0.58549,0.24986,0.01297,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,8215.14,0.88811,0.65221,0.01531,0.93153,0.92995,0.95394,0.82126,0.58371,0.25533,0.01291,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,8465.53,0.87646,0.64716,0.01511,0.92856,0.94081,0.9545,0.82254,0.57868,0.25297,0.01279,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,8716.23,0.86199,0.64305,0.01483,0.92948,0.93869,0.95623,0.82343,0.5761,0.25254,0.01273,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,8966.75,0.85642,0.63594,0.01475,0.93513,0.93976,0.95443,0.82195,0.5748,0.25246,0.01269,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,9216.47,0.85263,0.65342,0.01472,0.92731,0.94147,0.9556,0.82444,0.57322,0.25753,0.01264,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,9466.19,0.84494,0.62782,0.01447,0.93758,0.94144,0.95637,0.82434,0.57398,0.25507,0.01265,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,9716.35,0.83212,0.61372,0.01431,0.93447,0.93549,0.95517,0.82381,0.57307,0.25473,0.01259,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,9966.4,0.83099,0.609,0.01424,0.94106,0.93998,0.95604,0.82561,0.57174,0.25361,0.01255,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,10216.2,0.81896,0.60125,0.01412,0.9361,0.93581,0.95448,0.824,0.56901,0.25354,0.01247,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,10464.7,0.67446,0.30447,0.01631,0.92899,0.94111,0.95418,0.82453,0.56568,0.25955,0.01241,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,10711.8,0.65981,0.292,0.01593,0.92954,0.94066,0.95636,0.8256,0.56294,0.25545,0.01232,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,10959.9,0.64618,0.29154,0.01547,0.92929,0.94283,0.95745,0.82686,0.56167,0.25779,0.01228,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,11206.9,0.63358,0.28144,0.01517,0.93514,0.94164,0.95686,0.8266,0.56174,0.25696,0.01228,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,11454.2,0.61752,0.26652,0.01474,0.92862,0.93889,0.95558,0.82658,0.56087,0.25587,0.01224,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,11701.3,0.60263,0.26357,0.01435,0.92456,0.93877,0.95423,0.82605,0.56013,0.26007,0.01223,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,11947.7,0.59297,0.25409,0.01408,0.92445,0.94033,0.95519,0.82623,0.55985,0.25985,0.01222,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,12195,0.58592,0.25429,0.01393,0.92308,0.93726,0.95528,0.82723,0.5587,0.26269,0.01218,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,12442.5,0.57483,0.2486,0.01369,0.92984,0.93849,0.95662,0.82826,0.55636,0.25961,0.01214,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,12689.9,0.56471,0.24295,0.01336,0.92717,0.94064,0.95675,0.82761,0.55563,0.26143,0.01212,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
